iter,x,y,cost
62,1.3912,2.99563,1.29422
63,1.40728,2.99607,1.26845
64,1.42321,2.99646,1.2432
65,1.43898,2.99682,1.21844
66,1.45459,2.99713,1.19419
67,1.47004,2.99742,1.17042
68,1.48534,2.99768,1.14712
69,1.50049,2.99791,1.12429
70,1.51548,2.99812,1.10191
71,1.53033,2.99831,1.07998
72,1.54503,2.99848,1.05849
73,1.55958,2.99863,1.03742
74,1.57398,2.99877,1.01677
75,1.58824,2.99889,0.996539
76,1.60236,2.999,0.976707
77,1.61633,2.9991,0.95727
78,1.63017,2.99919,0.938219
79,1.64387,2.99927,0.919548
80,1.65743,2.99934,0.901249
81,1.67086,2.99941,0.883314
82,1.68415,2.99947,0.865735
83,1.69731,2.99952,0.848507
84,1.71033,2.99957,0.831621
85,1.72323,2.99961,0.815072
86,1.736,2.99965,0.798852
87,1.74864,2.99969,0.782955
88,1.76115,2.99972,0.767374
89,1.77354,2.99975,0.752103
90,1.7858,2.99977,0.737136
91,1.79795,2.99979,0.722467
92,1.80997,2.99981,0.70809
93,1.82187,2.99983,0.693999
94,1.83365,2.99985,0.680188
95,1.84531,2.99987,0.666653
96,1.85686,2.99988,0.653386
97,1.86829,2.99989,0.640384
98,1.87961,2.9999,0.62764
99,1.89081,2.99991,0.61515
100,1.9019,2.99992,0.602909
101,1.91288,2.99993,0.590911
102,1.92376,2.99994,0.579152
103,1.93452,2.99994,0.567626
104,1.94517,2.99995,0.556331
105,1.95572,2.99995,0.54526
106,1.96616,2.99996,0.534409
107,1.9765,2.99996,0.523774
108,1.98674,2.99997,0.513351
109,1.99687,2.99997,0.503135
110,2.0069,2.99997,0.493123
111,2.01683,2.99997,0.48331
112,2.02666,2.99998,0.473692
113,2.0364,2.99998,0.464266
114,2.04603,2.99998,0.455027
115,2.05557,2.99998,0.445972
116,2.06502,2.99999,0.437097
117,2.07437,2.99999,0.428399
118,2.08362,2.99999,0.419873
119,2.09279,2.99999,0.411518
120,2.10186,2.99999,0.403329
121,2.11084,2.99999,0.395303
122,2.11973,2.99999,0.387436
123,2.12853,2.99999,0.379726
124,2.13725,2.99999,0.372169
125,2.14588,2.99999,0.364763
126,2.15442,2.99999,0.357505
127,2.16287,3,0.35039
128,2.17124,3,0.343417
129,2.17953,3,0.336583
130,2.18774,3,0.329885
131,2.19586,3,0.323321
132,2.2039,3,0.316887
133,2.21186,3,0.310581
134,2.21974,3,0.3044
135,2.22755,3,0.298342
136,2.23527,3,0.292405
137,2.24292,3,0.286587
138,2.25049,3,0.280883
139,2.25798,3,0.275294
140,2.2654,3,0.269816
141,2.27275,3,0.264446
142,2.28002,3,0.259184
143,2.28722,3,0.254026
144,2.29435,3,0.248971
145,2.30141,3,0.244016
146,2.30839,3,0.23916
147,2.31531,3,0.234401
148,2.32216,3,0.229737
149,2.32893,3,0.225165
150,2.33564,3,0.220684
151,2.34229,3,0.216292
152,2.34887,3,0.211988
153,2.35538,3,0.20777
154,2.36182,3,0.203635
155,2.3682,3,0.199583
156,2.37452,3,0.195611
157,2.38078,3,0.191718
158,2.38697,3,0.187903
159,2.3931,3,0.184164
160,2.39917,3,0.180499
161,2.40518,3,0.176907
162,2.41113,3,0.173387
163,2.41701,3,0.169936
164,2.42284,3,0.166554
165,2.42862,3,0.16324
166,2.43433,3,0.159992
167,2.43999,3,0.156808
168,2.44559,3,0.153687
169,2.45113,3,0.150629
170,2.45662,3,0.147631
171,2.46205,3,0.144694
172,2.46743,3,0.141814
173,2.47276,3,0.138992
174,2.47803,3,0.136226
175,2.48325,3,0.133515
176,2.48842,3,0.130858
177,2.49353,3,0.128254
178,2.4986,3,0.125702
179,2.50361,3,0.1232
180,2.50858,3,0.120749
181,2.51349,3,0.118346
182,2.51836,3,0.115991
183,2.52317,3,0.113683
184,2.52794,3,0.11142
185,2.53266,3,0.109203
186,2.53733,3,0.10703
187,2.54196,3,0.1049
188,2.54654,3,0.102812
189,2.55108,3,0.100766
190,2.55557,3,0.0987612
191,2.56001,3,0.0967959
192,2.56441,3,0.0948696
193,2.56877,3,0.0929817
194,2.57308,3,0.0911314
195,2.57735,3,0.0893179
196,2.58157,3,0.0875405
197,2.58576,3,0.0857984
198,2.5899,3,0.084091
199,2.594,3,0.0824176
200,2.59806,3,0.0807775
201,2.60208,3,0.07917
202,2.60606,3,0.0775945
203,2.61,3,0.0760504
204,2.6139,3,0.074537
205,2.61776,3,0.0730537
206,2.62158,3,0.0715999
207,2.62537,3,0.0701751
208,2.62911,3,0.0687786
209,2.63282,3,0.0674099
210,2.63649,3,0.0660685
211,2.64013,3,0.0647537
212,2.64373,3,0.0634651
213,2.64729,3,0.0622022
214,2.65082,3,0.0609643
215,2.65431,3,0.0597511
216,2.65777,3,0.0585621
217,2.66119,3,0.0573967
218,2.66458,3,0.0562545
219,2.66793,3,0.055135
220,2.67125,3,0.0540379
221,2.67454,3,0.0529625
222,2.67779,3,0.0519086
223,2.68102,3,0.0508756
224,2.68421,3,0.0498631
225,2.68736,3,0.0488709
226,2.69049,3,0.0478983
227,2.69358,3,0.0469452
228,2.69665,3,0.046011
229,2.69968,3,0.0450953
230,2.70269,3,0.0441979
231,2.70566,3,0.0433184
232,2.7086,3,0.0424564
233,2.71152,3,0.0416115
234,2.7144,3,0.0407834
235,2.71726,3,0.0399718
236,2.72008,3,0.0391764
237,2.72288,3,0.0383968
238,2.72565,3,0.0376327
239,2.7284,3,0.0368838
240,2.73111,3,0.0361498
241,2.7338,3,0.0354304
242,2.73646,3,0.0347254
243,2.7391,3,0.0340343
244,2.74171,3,0.033357
245,2.74429,3,0.0326932
246,2.74685,3,0.0320426
247,2.74938,3,0.031405
248,2.75189,3,0.03078
249,2.75437,3,0.0301675
250,2.75682,3,0.0295672
251,2.75926,3,0.0289788
252,2.76166,3,0.0284021
253,2.76405,3,0.0278369
254,2.76641,3,0.027283
255,2.76874,3,0.02674
256,2.77106,3,0.0262079
257,2.77334,3,0.0256864
258,2.77561,3,0.0251752
259,2.77785,3,0.0246742
260,2.78008,3,0.0241832
261,2.78228,3,0.023702
262,2.78445,3,0.0232303
263,2.78661,3,0.022768
264,2.78874,3,0.0223149
265,2.79085,3,0.0218708
266,2.79295,3,0.0214356
267,2.79502,3,0.0210091
268,2.79707,3,0.020591
269,2.7991,3,0.0201812
270,2.80111,3,0.0197796
271,2.80309,3,0.019386
272,2.80506,3,0.0190002
273,2.80701,3,0.0186221
274,2.80894,3,0.0182515
275,2.81085,3,0.0178883
276,2.81274,3,0.0175323
277,2.81462,3,0.0171834
278,2.81647,3,0.0168415
279,2.81831,3,0.0165064
280,2.82012,3,0.0161779
281,2.82192,3,0.0158559
282,2.8237,3,0.0155404
283,2.82547,3,0.0152311
284,2.82721,3,0.014928
285,2.82894,3,0.014631
286,2.83065,3,0.0143398
287,2.83234,3,0.0140545
288,2.83402,3,0.0137748
289,2.83568,3,0.0135007
290,2.83732,3,0.013232
291,2.83895,3,0.0129687
292,2.84056,3,0.0127106
293,2.84215,3,0.0124577
294,2.84373,3,0.0122098
295,2.8453,3,0.0119668
296,2.84684,3,0.0117286
297,2.84837,3,0.0114952
298,2.84989,3,0.0112665
299,2.85139,3,0.0110423
300,2.85288,3,0.0108225
301,2.85435,3,0.0106072
302,2.85581,3,0.0103961
303,2.85725,3,0.0101892
304,2.85867,3,0.00998644
305,2.86009,3,0.00978771
306,2.86149,3,0.00959294
307,2.86287,3,0.00940204
308,2.86424,3,0.00921494
309,2.8656,3,0.00903156
310,2.86694,3,0.00885183
311,2.86828,3,0.00867568
312,2.86959,3,0.00850303
313,2.8709,3,0.00833382
314,2.87219,3,0.00816798
315,2.87347,3,0.00800544
316,2.87473,3,0.00784613
317,2.87598,3,0.00768999
318,2.87722,3,0.00753696
319,2.87845,3,0.00738698
320,2.87967,3,0.00723997
321,2.88087,3,0.0070959
322,2.88206,3,0.00695469
323,2.88324,3,0.00681629
324,2.88441,3,0.00668065
325,2.88556,3,0.0065477
326,2.88671,3,0.0064174
327,2.88784,3,0.0062897
328,2.88896,3,0.00616453
329,2.89007,3,0.00604186
330,2.89117,3,0.00592163
331,2.89226,3,0.00580379
332,2.89334,3,0.00568829
333,2.89441,3,0.00557509
334,2.89546,3,0.00546415
335,2.89651,3,0.00535541
336,2.89754,3,0.00524884
337,2.89857,3,0.00514439
338,2.89958,3,0.00504201
339,2.90058,3,0.00494168
340,2.90158,3,0.00484334
341,2.90256,3,0.00474696
342,2.90354,3,0.00465249
343,2.9045,3,0.00455991
344,2.90546,3,0.00446917
345,2.9064,3,0.00438023
346,2.90734,3,0.00429306
347,2.90827,3,0.00420763
348,2.90918,3,0.0041239
349,2.91009,3,0.00404183
350,2.91099,3,0.0039614
351,2.91188,3,0.00388257
352,2.91276,3,0.00380531
353,2.91363,3,0.00372958
354,2.9145,3,0.00365536
355,2.91535,3,0.00358262
356,2.9162,3,0.00351133
357,2.91704,3,0.00344145
358,2.91787,3,0.00337297
359,2.91869,3,0.00330584
360,2.9195,3,0.00324006
361,2.92031,3,0.00317558
362,2.9211,3,0.00311239
363,2.92189,3,0.00305045
364,2.92267,3,0.00298975
365,2.92345,3,0.00293025
366,2.92421,3,0.00287194
367,2.92497,3,0.00281479
368,2.92572,3,0.00275877
369,2.92646,3,0.00270387
370,2.9272,3,0.00265006
371,2.92793,3,0.00259733
372,2.92865,3,0.00254564
373,2.92936,3,0.00249498
374,2.93007,3,0.00244533
375,2.93077,3,0.00239667
376,2.93146,3,0.00234898
377,2.93214,3,0.00230223
378,2.93282,3,0.00225642
379,2.93349,3,0.00221152
380,2.93416,3,0.00216751
381,2.93482,3,0.00212437
382,2.93547,3,0.0020821
383,2.93611,3,0.00204066
384,2.93675,3,0.00200006
385,2.93739,3,0.00196025
386,2.93801,3,0.00192124
387,2.93863,3,0.00188301
388,2.93925,3,0.00184554
389,2.93985,3,0.00180881
390,2.94045,3,0.00177282
391,2.94105,3,0.00173754
392,2.94164,3,0.00170296
393,2.94222,3,0.00166907
394,2.9428,3,0.00163586
395,2.94337,3,0.00160331
396,2.94394,3,0.0015714
397,2.9445,3,0.00154013
398,2.94505,3,0.00150948
399,2.9456,3,0.00147944
400,2.94615,3,0.00145
401,2.94669,3,0.00142115
402,2.94722,3,0.00139286
403,2.94775,3,0.00136515
404,2.94827,3,0.00133798
405,2.94879,3,0.00131135
406,2.9493,3,0.00128526
407,2.94981,3,0.00125968
408,2.95031,3,0.00123461
409,2.95081,3,0.00121005
410,2.9513,3,0.00118597
411,2.95178,3,0.00116236
412,2.95227,3,0.00113923
413,2.95274,3,0.00111656
414,2.95322,3,0.00109434
415,2.95368,3,0.00107257
416,2.95415,3,0.00105122
417,2.95461,3,0.0010303
418,2.95506,3,0.0010098
419,2.95551,3,0.000989705
420,2.95595,3,0.000970009
421,2.95639,3,0.000950706
422,2.95683,3,0.000931787
423,2.95726,3,0.000913245
424,2.95769,3,0.000895071
425,2.95811,3,0.000877259
426,2.95853,3,0.000859802
427,2.95895,3,0.000842692
428,2.95936,3,0.000825922
429,2.95976,3,0.000809486
430,2.96017,3,0.000793377
431,2.96056,3,0.000777589
432,2.96096,3,0.000762115
433,2.96135,3,0.000746949
434,2.96174,3,0.000732085
435,2.96212,3,0.000717516
436,2.9625,3,0.000703238
437,2.96287,3,0.000689243
438,2.96324,3,0.000675527
439,2.96361,3,0.000662084
440,2.96397,3,0.000648909
441,2.96434,3,0.000635996
442,2.96469,3,0.000623339
443,2.96504,3,0.000610935
444,2.96539,3,0.000598777
445,2.96574,3,0.000586862
446,2.96608,3,0.000575183
447,2.96642,3,0.000563737
448,2.96676,3,0.000552519
449,2.96709,3,0.000541523
450,2.96742,3,0.000530747
451,2.96775,3,0.000520185
452,2.96807,3,0.000509834
453,2.96839,3,0.000499688
454,2.9687,3,0.000489744
455,2.96902,3,0.000479998
456,2.96933,3,0.000470446
457,2.96963,3,0.000461084
458,2.96994,3,0.000451909
459,2.97024,3,0.000442916
460,2.97053,3,0.000434102
461,2.97083,3,0.000425463
462,2.97112,3,0.000416996
463,2.97141,3,0.000408698
464,2.9717,3,0.000400565
465,2.97198,3,0.000392594
466,2.97226,3,0.000384781
467,2.97254,3,0.000377124
468,2.97281,3,0.000369619
469,2.97308,3,0.000362264
470,2.97335,3,0.000355055
471,2.97362,3,0.000347989
472,2.97388,3,0.000341064
473,2.97414,3,0.000334277
474,2.9744,3,0.000327625
475,2.97466,3,0.000321105
476,2.97491,3,0.000314715
477,2.97516,3,0.000308452
478,2.97541,3,0.000302314
479,2.97566,3,0.000296298
480,2.9759,3,0.000290402
481,2.97614,3,0.000284623
482,2.97638,3,0.000278959
483,2.97662,3,0.000273408
484,2.97685,3,0.000267967
485,2.97708,3,0.000262634
486,2.97731,3,0.000257408
487,2.97754,3,0.000252285
488,2.97776,3,0.000247265
489,2.97798,3,0.000242344
490,2.9782,3,0.000237522
491,2.97842,3,0.000232795
492,2.97864,3,0.000228162
493,2.97885,3,0.000223622
494,2.97906,3,0.000219172
495,2.97927,3,0.00021481
496,2.97948,3,0.000210536
497,2.97969,3,0.000206346
498,2.97989,3,0.00020224
499,2.98009,3,0.000198215
500,2.98029,3,0.000194271
501,2.98049,3,0.000190405
502,2.98068,3,0.000186616
503,2.98087,3,0.000182902
504,2.98107,3,0.000179262
505,2.98125,3,0.000175695
506,2.98144,3,0.000172199
507,2.98163,3,0.000168772
508,2.98181,3,0.000165413
509,2.98199,3,0.000162122
510,2.98217,3,0.000158895
511,2.98235,3,0.000155733
512,2.98253,3,0.000152634
513,2.9827,3,0.000149597
514,2.98288,3,0.00014662
515,2.98305,3,0.000143702
516,2.98322,3,0.000140842
517,2.98338,3,0.00013804
518,2.98355,3,0.000135293
519,2.98372,3,0.0001326
520,2.98388,3,0.000129962
521,2.98404,3,0.000127375
522,2.9842,3,0.000124841
523,2.98436,3,0.000122356
524,2.98451,3,0.000119921
525,2.98467,3,0.000117535
526,2.98482,3,0.000115196
527,2.98497,3,0.000112904
528,2.98512,3,0.000110657
529,2.98527,3,0.000108455
530,2.98542,3,0.000106296
531,2.98557,3,0.000104181
532,2.98571,3,0.000102108
533,2.98585,3,0.000100076
534,2.98599,3,9.80845e-05
535,2.98613,3,9.61326e-05
536,2.98627,3,9.42196e-05
537,2.98641,3,9.23446e-05
538,2.98655,3,9.05069e-05
539,2.98668,3,8.87059e-05
540,2.98681,3,8.69406e-05
541,2.98695,3,8.52105e-05
542,2.98708,3,8.35148e-05
543,2.98721,3,8.18529e-05
544,2.98733,3,8.0224e-05
545,2.98746,3,7.86275e-05
546,2.98759,3,7.70628e-05
547,2.98771,3,7.55293e-05
548,2.98783,3,7.40263e-05
549,2.98795,3,7.25531e-05
550,2.98807,3,7.11093e-05
551,2.98819,3,6.96943e-05
552,2.98831,3,6.83073e-05
553,2.98843,3,6.6948e-05
554,2.98854,3,6.56158e-05
555,2.98866,3,6.431e-05
556,2.98877,3,6.30302e-05
557,2.98888,3,6.17759e-05
558,2.989,3,6.05466e-05
559,2.98911,3,5.93417e-05
560,2.98921,3,5.81608e-05
561,2.98932,3,5.70034e-05
562,2.98943,3,5.5869e-05
563,2.98954,3,5.47573e-05
564,2.98964,3,5.36676e-05
565,2.98974,3,5.25996e-05
566,2.98985,3,5.15529e-05
567,2.98995,3,5.0527e-05
568,2.99005,3,4.95215e-05
569,2.99015,3,4.8536e-05
570,2.99025,3,4.75701e-05
571,2.99034,3,4.66235e-05
572,2.99044,3,4.56957e-05
573,2.99054,3,4.47863e-05
574,2.99063,3,4.38951e-05
575,2.99072,3,4.30216e-05
576,2.99082,3,4.21654e-05
577,2.99091,3,4.13264e-05
578,2.991,3,4.0504e-05
579,2.99109,3,3.96979e-05
580,2.99118,3,3.89079e-05
581,2.99127,3,3.81337e-05
582,2.99135,3,3.73748e-05
583,2.99144,3,3.66311e-05
584,2.99153,3,3.59021e-05
585,2.99161,3,3.51876e-05
586,2.99169,3,3.44874e-05
587,2.99178,3,3.38011e-05
588,2.99186,3,3.31285e-05
589,2.99194,3,3.24692e-05
590,2.99202,3,3.18231e-05
591,2.9921,3,3.11898e-05
592,2.99218,3,3.05691e-05
593,2.99226,3,2.99608e-05
594,2.99234,3,2.93646e-05
595,2.99241,3,2.87802e-05
596,2.99249,3,2.82075e-05
597,2.99256,3,2.76462e-05
598,2.99264,3,2.7096e-05
599,2.99271,3,2.65568e-05
600,2.99278,3,2.60283e-05
601,2.99286,3,2.55104e-05
602,2.99293,3,2.50027e-05
603,2.993,3,2.45051e-05
604,2.99307,3,2.40175e-05
605,2.99314,3,2.35395e-05
606,2.99321,3,2.30711e-05
607,2.99328,3,2.2612e-05
608,2.99334,3,2.2162e-05
609,2.99341,3,2.1721e-05
610,2.99347,3,2.12887e-05
611,2.99354,3,2.08651e-05
612,2.9936,3,2.04499e-05
613,2.99367,3,2.00429e-05
614,2.99373,3,1.96441e-05
615,2.99379,3,1.92532e-05
616,2.99386,3,1.887e-05
617,2.99392,3,1.84945e-05
618,2.99398,3,1.81265e-05
619,2.99404,3,1.77657e-05
620,2.9941,3,1.74122e-05
621,2.99416,3,1.70657e-05
622,2.99422,3,1.67261e-05
623,2.99427,3,1.63932e-05
624,2.99433,3,1.6067e-05
625,2.99439,3,1.57473e-05
626,2.99444,3,1.54339e-05
627,2.9945,3,1.51268e-05
628,2.99455,3,1.48258e-05
629,2.99461,3,1.45307e-05
630,2.99466,3,1.42416e-05
631,2.99472,3,1.39582e-05
632,2.99477,3,1.36804e-05
633,2.99482,3,1.34082e-05
634,2.99487,3,1.31413e-05
635,2.99492,3,1.28798e-05
636,2.99498,3,1.26235e-05
637,2.99503,3,1.23723e-05
638,2.99508,3,1.21261e-05
639,2.99512,3,1.18848e-05
640,2.99517,3,1.16483e-05
641,2.99522,3,1.14165e-05
642,2.99527,3,1.11893e-05
643,2.99532,3,1.09666e-05
644,2.99536,3,1.07484e-05
645,2.99541,3,1.05345e-05
646,2.99546,3,1.03249e-05
647,2.9955,3,1.01194e-05
648,2.99555,3,9.91801e-06
649,2.99559,3,9.72065e-06
650,2.99563,3,9.5272e-06
651,2.99568,3,9.33761e-06
652,2.99572,3,9.15179e-06
653,2.99576,3,8.96967e-06
654,2.99581,3,8.79118e-06
655,2.99585,3,8.61623e-06
656,2.99589,3,8.44477e-06
657,2.99593,3,8.27672e-06
658,2.99597,3,8.11201e-06
659,2.99601,3,7.95058e-06
660,2.99605,3,7.79237e-06
661,2.99609,3,7.6373e-06
662,2.99613,3,7.48532e-06
663,2.99617,3,7.33636e-06
664,2.99621,3,7.19037e-06
665,2.99625,3,7.04728e-06
666,2.99628,3,6.90704e-06
667,2.99632,3,6.76959e-06
668,2.99636,3,6.63487e-06
669,2.99639,3,6.50284e-06
670,2.99643,3,6.37343e-06
671,2.99647,3,6.2466e-06
672,2.9965,3,6.12229e-06
673,2.99654,3,6.00046e-06
674,2.99657,3,5.88105e-06
675,2.9966,3,5.76402e-06
676,2.99664,3,5.64931e-06
677,2.99667,3,5.53689e-06
678,2.99671,3,5.42671e-06
679,2.99674,3,5.31872e-06
680,2.99677,3,5.21287e-06
681,2.9968,3,5.10914e-06
682,2.99684,3,5.00747e-06
683,2.99687,3,4.90782e-06
684,2.9969,3,4.81015e-06
685,2.99693,3,4.71443e-06
686,2.99696,3,4.62061e-06
687,2.99699,3,4.52866e-06
688,2.99702,3,4.43854e-06
689,2.99705,3,4.35021e-06
690,2.99708,3,4.26365e-06
691,2.99711,3,4.1788e-06
692,2.99714,3,4.09564e-06
693,2.99717,3,4.01414e-06
694,2.99719,3,3.93426e-06
695,2.99722,3,3.85596e-06
696,2.99725,3,3.77923e-06
697,2.99728,3,3.70402e-06
698,2.99731,3,3.63031e-06
699,2.99733,3,3.55807e-06
700,2.99736,3,3.48726e-06
701,2.99739,3,3.41787e-06
702,2.99741,3,3.34985e-06
703,2.99744,3,3.28319e-06
704,2.99746,3,3.21786e-06
705,2.99749,3,3.15382e-06
706,2.99751,3,3.09106e-06
707,2.99754,3,3.02955e-06
708,2.99756,3,2.96926e-06
709,2.99759,3,2.91017e-06
710,2.99761,3,2.85226e-06
711,2.99764,3,2.7955e-06
712,2.99766,3,2.73987e-06
713,2.99768,3,2.68534e-06
714,2.99771,3,2.63191e-06
715,2.99773,3,2.57953e-06
716,2.99775,3,2.5282e-06
717,2.99777,3,2.47789e-06
718,2.9978,3,2.42858e-06
719,2.99782,3,2.38025e-06
720,2.99784,3,2.33288e-06
721,2.99786,3,2.28646e-06
722,2.99788,3,2.24096e-06
723,2.9979,3,2.19636e-06
724,2.99793,3,2.15265e-06
725,2.99795,3,2.10982e-06
726,2.99797,3,2.06783e-06
727,2.99799,3,2.02668e-06
728,2.99801,3,1.98635e-06
729,2.99803,3,1.94682e-06
730,2.99805,3,1.90808e-06
731,2.99807,3,1.87011e-06
732,2.99809,3,1.83289e-06
733,2.9981,3,1.79642e-06
734,2.99812,3,1.76067e-06
735,2.99814,3,1.72563e-06
736,2.99816,3,1.69129e-06
737,2.99818,3,1.65764e-06
738,2.9982,3,1.62465e-06
739,2.99822,3,1.59232e-06
740,2.99823,3,1.56063e-06
741,2.99825,3,1.52958e-06
742,2.99827,3,1.49914e-06
743,2.99829,3,1.4693e-06
744,2.9983,3,1.44006e-06
745,2.99832,3,1.41141e-06
746,2.99834,3,1.38332e-06
747,2.99835,3,1.35579e-06
748,2.99837,3,1.32881e-06
749,2.99839,3,1.30237e-06
750,2.9984,3,1.27645e-06
751,2.99842,3,1.25105e-06
752,2.99843,3,1.22615e-06
753,2.99845,3,1.20175e-06
754,2.99847,3,1.17784e-06
755,2.99848,3,1.1544e-06
756,2.9985,3,1.13143e-06
757,2.99851,3,1.10891e-06
758,2.99853,3,1.08684e-06
759,2.99854,3,1.06522e-06
760,2.99855,3,1.04402e-06
761,2.99857,3,1.02324e-06
762,2.99858,3,1.00288e-06
763,2.9986,3,9.82923e-07
764,2.99861,3,9.63363e-07
765,2.99863,3,9.44192e-07
766,2.99864,3,9.25402e-07
767,2.99865,3,9.06987e-07
768,2.99867,3,8.88938e-07
769,2.99868,3,8.71248e-07
770,2.99869,3,8.5391e-07
771,2.99871,3,8.36917e-07
772,2.99872,3,8.20263e-07
773,2.99873,3,8.03939e-07
774,2.99874,3,7.87941e-07
775,2.99876,3,7.72261e-07
776,2.99877,3,7.56893e-07
777,2.99878,3,7.41831e-07
778,2.99879,3,7.27068e-07
779,2.99881,3,7.126e-07
780,2.99882,3,6.98419e-07
781,2.99883,3,6.84521e-07
782,2.99884,3,6.70899e-07
783,2.99885,3,6.57548e-07
784,2.99886,3,6.44462e-07
785,2.99888,3,6.31638e-07
786,2.99889,3,6.19068e-07
787,2.9989,3,6.06749e-07
788,2.99891,3,5.94674e-07
789,2.99892,3,5.8284e-07
790,2.99893,3,5.71242e-07
791,2.99894,3,5.59874e-07
792,2.99895,3,5.48733e-07
793,2.99896,3,5.37813e-07
794,2.99897,3,5.2711e-07
795,2.99898,3,5.16621e-07
796,2.99899,3,5.0634e-07
797,2.999,3,4.96264e-07
